 Comment / ID, Start time, Sample size, Corr. f, Density,,
2.34,0.02,191.3,2.8,126.5,808,23.6
2.36,0.02,193.1,1.8,94.86,812,23.6
2.38,0.02,195.4,2.3,86.8,815,23.6
2.4,0.02,196.2,0.8,81.16,820,23.6
2.42,0.02,198.6,2.4,73.52,823,23.7
2.44,0.02,199.6,1,72,827,23.7
2.46,0.02,201.1,1.5,66.45,830,23.6
2.48,0.02,202.5,1.4,66.18,834,23.6
2.5,0.02,203.7,1.2,61.9,838,23.6
2.52,0.02,205,1.3,64.57,842,23.7
2.54,0.02,206,1,63.15,846,23.6
2.56,0.02,207.7,1.7,62.18,850,23.6
2.58,0.02,208.7,1,59.83,854,23.6
2.6,0.02,209.9,1.2,54.36,857,23.7
2.62,0.02,211,1.1,47.85,861,23.6
2.64,0.02,211.8,0.8,42.61,864,23.6
2.66,0.02,212.7,0.9,45.49,868,23.6
2.68,0.02,213.4,0.7,43.59,872,23.6
2.7,0.02,214.3,0.9,41.33,876,23.6
2.72,0.02,215.4,1.1,40.41,879,23.7
2.74,0.02,216.4,1,39.9,882,23.6
2.76,0.02,216.5,0.1,39.69,890,23.6
2.78,0.02,217.4,0.9,37.85,894,23.6
2.8,0.02,218.5,1.1,37.09,898,23.6
2.82,0.02,219.3,0.8,39.55,901,23.6
2.84,0.02,219.9,0.6,39.83,904,23.7
2.86,0.02,220.5,0.6,34.38,908,23.7
2.88,0.02,221.3,0.8,32.45,911,23.6
2.9,0.02,222.2,0.9,32.51,914,23.7
2.92,0.02,222.6,0.4,31.75,918,23.6
2.94,0.02,223.1,0.5,29.02,922,23.6
2.96,0.02,223.8,0.7,26.35,925,23.6
2.98,0.02,224.4,0.6,26.92,929,23.6
3,0.02,224.9,0.5,27.76,932,23.6
3.02,0.02,225.3,0.4,26.98,936,23.6
3.04,0.02,225.9,0.6,26.78,940,23.7
3.06,0.02,226.6,0.7,27.19,943,23.7
3.08,0.02,227,0.4,28.09,946,23.6
3.1,0.02,227.6,0.6,26.53,950,23.6
3.12,0.02,228.1,0.5,25.73,953,23.7
3.14,0.02,228.6,0.5,24.67,957,23.6
3.16,0.02,229.2,0.6,25.26,960,23.7
3.18,0.02,229.5,0.3,25.61,964,23.6
3.2,0.02,230.2,0.7,25.02,967,23.6
3.22,0.02,230.5,0.3,24.02,970,23.7
3.24,0.02,231.2,0.7,21.75,973,23.7
3.26,0.02,231.6,0.4,21.25,977,23.6
3.28,0.02,231.8,0.2,18.54,980,23.7
3.3,0.02,232.3,0.5,19.53,984,23.6
3.32,0.02,232.6,0.3,19.35,990,23.6
3.34,0.02,233.2,0.6,22.87,993,23.7
3.36,0.02,233.4,0.2,23.1,996,23.6
3.38,0.02,234.1,0.7,22.06,999,23.7
3.4,0.02,234.4,0.3,21.35,1003,23.6
3.42,0.02,235,0.6,18.88,1006,23.7
3.44,0.02,235.1,0.1,18.25,1010,23.7
3.46,0.02,235.6,0.5,16.67,1013,23.7
3.48,0.02,235.9,0.3,18.24,1016,23.7
3.5,0.02,236.2,0.3,17.67,1020,23.6
3.52,0.02,236.7,0.5,18.62,1023,23.7
3.54,0.02,237,0.3,18.02,1026,23.7
3.56,0.02,237.4,0.4,17.44,1029,23.6
3.58,0.02,237.6,0.2,17.04,1032,23.7
3.6,0.02,238.1,0.5,15.95,1036,23.7
3.62,0.02,238.4,0.3,16.67,1039,23.6
3.64,0.02,238.6,0.2, NaN,1042,23.6
3.66,0.02,239.1,0.5, NaN,1046,23.7
3.68,0.02,239.3,0.2, NaN,1049,23.7
3.7,0.02,239.8,0.5, NaN,1052,23.6
3.72,0.02,240.1,0.3, NaN,1055,23.6
